model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
HYUNDAI Elantra Touring,2.0,4.0,Auto-4,2WD,Gasoline,FA,station wagon,6,23,30,26,7,yes
HYUNDAI Elantra Touring,2.0,4.0,Man-5,2WD,Gasoline,FA,station wagon,6,23,31,26,7,yes
HYUNDAI Entourage,3.8,6.0,Auto-5,2WD,Gasoline,CA,minivan,7,17,23,19,4,no
HYUNDAI Entourage,3.8,6.0,Auto-5,2WD,Gasoline,FA,minivan,6,17,23,19,4,no
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,CA,large car,7,18,27,21,5,no
HYUNDAI Genesis,3.8,6.0,Man-6,2WD,Gasoline,CA,small car,7,17,26,20,5,no
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,CA,small car,7,17,27,21,5,no
HYUNDAI Genesis,4.6,8.0,Auto-6,2WD,Gasoline,CA,large car,7,17,25,19,4,no
HYUNDAI Genesis,2.0,4.0,Auto-5,2WD,Gasoline,FA,small car,6,20,30,23,6,no
HYUNDAI Genesis,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6,21,30,24,7,yes
HYUNDAI Genesis,2.0,4.0,Auto-5,2WD,Gasoline,CA,small car,6,20,30,23,6,no
HYUNDAI Genesis,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,6,21,30,24,7,yes
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,FA,large car,6,18,27,21,5,no
HYUNDAI Genesis,3.8,6.0,Man-6,2WD,Gasoline,FA,small car,6,17,26,20,5,no
HYUNDAI Genesis,3.8,6.0,Auto-6,2WD,Gasoline,FA,small car,6,17,27,21,5,no
HYUNDAI Genesis,4.6,8.0,Auto-6,2WD,Gasoline,FA,large car,6,17,25,19,4,no
HYUNDAI Santa Fe,2.4,4.0,Man-6,2WD,Gasoline,CA,SUV,7,19,26,22,6,yes
HYUNDAI Santa Fe,2.4,4.0,Auto-6,2WD,Gasoline,CA,SUV,7,20,28,23,6,yes
HYUNDAI Santa Fe,2.4,4.0,Auto-6,4WD,Gasoline,CA,SUV,7,21,27,23,6,yes
HYUNDAI Santa Fe,3.5,6.0,Auto-6,2WD,Gasoline,CA,SUV,7,20,26,23,6,yes
HYUNDAI Santa Fe,3.5,6.0,Auto-6,4WD,Gasoline,CA,SUV,7,20,26,22,6,yes
HYUNDAI Santa Fe,2.4,4.0,Man-6,2WD,Gasoline,FA,SUV,6,19,26,22,6,no
HYUNDAI Santa Fe,2.4,4.0,Auto-6,2WD,Gasoline,FA,SUV,6,20,28,23,6,no
HYUNDAI Santa Fe,2.4,4.0,Auto-6,4WD,Gasoline,FA,SUV,6,21,27,23,6,no
HYUNDAI Santa Fe,3.5,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,20,26,23,6,no
HYUNDAI Santa Fe,3.5,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,20,26,22,6,no
HYUNDAI Sonata,2.4,4.0,Auto-5,2WD,Gasoline,CA,large car,9.5,22,32,25,7,yes
HYUNDAI Sonata,2.4,4.0,Man-5,2WD,Gasoline,CA,large car,7,21,32,25,7,yes
HYUNDAI Sonata,2.4,4.0,Auto-5,2WD,Gasoline,CA,large car,7,22,32,25,7,yes
HYUNDAI Sonata,3.3,6.0,Auto-5,2WD,Gasoline,CA,large car,7,19,29,22,6,yes
HYUNDAI Sonata,2.4,4.0,Man-5,2WD,Gasoline,FA,large car,6,21,32,25,7,yes
HYUNDAI Sonata,2.4,4.0,Auto-5,2WD,Gasoline,FA,large car,6,22,32,25,7,yes
HYUNDAI Sonata,3.3,6.0,Auto-5,2WD,Gasoline,FA,large car,6,19,29,22,6,no
HYUNDAI Tucson,2.4,4.0,Auto-6,2WD,Gasoline,CA,SUV,9.5,23,31,26,7,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,4WD,Gasoline,CA,SUV,9.5,21,28,24,7,yes
HYUNDAI Tucson,2.4,4.0,Man-6,2WD,Gasoline,CA,SUV,7,22,30,25,7,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,2WD,Gasoline,CA,SUV,7,23,31,26,7,yes
HYUNDAI Tucson,2.4,4.0,Man-6,4WD,Gasoline,CA,SUV,7,21,28,24,7,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,4WD,Gasoline,CA,SUV,7,21,28,24,7,yes
HYUNDAI Tucson,2.4,4.0,Man-6,2WD,Gasoline,FA,SUV,6,22,30,25,7,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,2WD,Gasoline,FA,SUV,6,23,31,26,7,yes
HYUNDAI Tucson,2.4,4.0,Man-6,4WD,Gasoline,FA,SUV,6,21,28,24,7,yes
HYUNDAI Tucson,2.4,4.0,Auto-6,4WD,Gasoline,FA,SUV,6,21,28,24,7,yes
HYUNDAI Veracruz,3.8,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,17,23,19,4,no
HYUNDAI Veracruz,3.8,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,16,22,18,4,no
HYUNDAI Veracruz,3.8,6.0,Auto-6,2WD,Gasoline,CA,SUV,6,17,23,19,4,no
HYUNDAI Veracruz,3.8,6.0,Auto-6,4WD,Gasoline,CA,SUV,6,16,22,18,4,no
INFINITI EX35,3.5,6.0,SemiAuto-5,4WD,Gasoline,CA,station wagon,7,16,23,19,4,no
INFINITI EX35,3.5,6.0,SemiAuto-5,2WD,Gasoline,CA,station wagon,7,17,24,19,4,no
INFINITI EX35,3.5,6.0,SemiAuto-5,4WD,Gasoline,FA,station wagon,6,16,23,19,4,no
INFINITI EX35,3.5,6.0,SemiAuto-5,2WD,Gasoline,FA,station wagon,6,17,24,19,4,no
INFINITI FX35,3.5,6.0,SemiAuto-7,2WD,Gasoline,FA,SUV,6,16,23,19,4,no
INFINITI FX35,3.5,6.0,SemiAuto-7,4WD,Gasoline,FA,SUV,6,16,21,18,4,no
INFINITI FX35,3.5,6.0,SemiAuto-7,2WD,Gasoline,CA,SUV,6,16,23,19,4,no
INFINITI FX35,3.5,6.0,SemiAuto-7,4WD,Gasoline,CA,SUV,6,16,21,18,4,no
INFINITI FX5O,5.0,8.0,SemiAuto-7,4WD,Gasoline,FA,SUV,6,14,20,16,3,no
INFINITI FX5O,5.0,8.0,SemiAuto-7,4WD,Gasoline,CA,SUV,6,14,20,16,3,no
INFINITI G37,3.7,6.0,Man-6,2WD,Gasoline,CA,midsize car,7,17,25,20,5,no
INFINITI G37,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,7,19,27,22,6,yes
INFINITI G37,3.7,6.0,Man-6,2WD,Gasoline,FA,midsize car,6,17,25,20,5,no
INFINITI G37,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,6,19,27,22,6,no
INFINITI G37 Convertible,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,7,16,24,19,4,no
INFINITI G37 Convertible,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,7,17,25,20,5,no
INFINITI G37 Convertible,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,6,16,24,19,4,no
INFINITI G37 Convertible,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,17,25,20,5,no
INFINITI G37 Coupe,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,7,17,25,20,5,no
INFINITI G37 Coupe,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,7,19,27,22,6,yes
INFINITI G37 Coupe,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,6,17,25,20,5,no
INFINITI G37 Coupe,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,6,19,27,22,6,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,CA,midsize car,7,18,25,20,5,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,CA,small car,7,18,25,20,5,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,FA,midsize car,6,18,25,20,5,no
INFINITI G37x,3.7,6.0,SemiAuto-7,4WD,Gasoline,FA,small car,6,18,25,20,5,no
INFINITI M35,3.5,6.0,SemiAuto-7,2WD,Gasoline,FA,large car,6,17,25,19,4,no
INFINITI M35,3.5,6.0,SemiAuto-7,2WD,Gasoline,CA,large car,6,17,25,19,4,no
INFINITI M35x,3.5,6.0,SemiAuto-5,4WD,Gasoline,FA,large car,6,16,22,18,4,no
INFINITI M35x,3.5,6.0,SemiAuto-5,4WD,Gasoline,CA,large car,6,16,22,18,4,no
INFINITI M45,4.5,8.0,SemiAuto-5,2WD,Gasoline,FA,large car,6,16,21,18,4,no
INFINITI M45,4.5,8.0,SemiAuto-5,2WD,Gasoline,CA,large car,6,16,21,18,4,no
INFINITI M45x,4.5,8.0,SemiAuto-5,4WD,Gasoline,FA,large car,6,14,20,16,3,no
INFINITI M45x,4.5,8.0,SemiAuto-5,4WD,Gasoline,CA,large car,6,14,20,16,3,no
INFINITI QX56,5.6,8.0,Auto-5,2WD,Gasoline,FA,SUV,6,12,18,14,1,no
INFINITI QX56,5.6,8.0,Auto-5,4WD,Gasoline,FA,SUV,6,12,17,14,1,no
INFINITI QX56,5.6,8.0,Auto-5,2WD,Gasoline,CA,SUV,6,12,18,14,1,no
INFINITI QX56,5.6,8.0,Auto-5,4WD,Gasoline,CA,SUV,6,12,17,14,1,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,15,21,17,3,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,15,22,18,4,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6,15,21,17,3,no
JAGUAR Jaguar XJ LWB,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6,15,22,18,4,no
JAGUAR XF,4.2,8.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,16,25,19,4,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,15,21,17,3,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,16,23,19,4,no
JAGUAR XF,4.2,8.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,16,25,19,4,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,15,21,17,3,no
JAGUAR XF,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,16,23,19,4,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,15,21,17,3,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,16,23,19,4,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6,15,21,17,3,no
JAGUAR XJ,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6,16,23,19,4,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,15,22,17,3,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,16,24,19,4,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,15,22,17,3,no
JAGUAR XK,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,16,24,19,4,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,15,22,17,3,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,16,22,18,4,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,15,22,17,3,no
JAGUAR XK Convertible,5.0,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,16,22,18,4,no
JEEP Commander,3.7,6.0,Auto-5,2WD,Gasoline,FA,SUV,6,15,20,16,3,no
JEEP Commander,3.7,6.0,Auto-5,4WD,Gasoline,FA,SUV,6,14,19,16,3,no
JEEP Commander,3.7,6.0,Auto-5,2WD,Gasoline,CA,SUV,6,15,20,16,3,no
JEEP Commander,3.7,6.0,Auto-5,4WD,Gasoline,CA,SUV,6,14,19,16,3,no
JEEP Commander,5.7,8.0,Auto-5,2WD,Gasoline,FA,SUV,6,14,20,16,3,no
JEEP Commander,5.7,8.0,Auto-5,4WD,Gasoline,FA,SUV,6,13,19,15,2,no
JEEP Commander,5.7,8.0,Auto-5,2WD,Gasoline,CA,SUV,6,14,20,16,3,no
JEEP Commander,5.7,8.0,Auto-5,4WD,Gasoline,CA,SUV,6,13,19,15,2,no
JEEP Compass,2.0,4.0,CVT,2WD,Gasoline,CA,SUV,7,23,27,25,7,yes
JEEP Compass,2.4,4.0,CVT,2WD,Gasoline,CA,SUV,7,21,25,23,6,yes
JEEP Compass,2.4,4.0,Man-5,2WD,Gasoline,CA,SUV,7,23,28,25,7,yes
JEEP Compass,2.4,4.0,CVT,4WD,Gasoline,CA,SUV,7,21,24,22,6,yes
JEEP Compass,2.4,4.0,Man-5,4WD,Gasoline,CA,SUV,7,23,28,25,7,yes
JEEP Compass,2.0,4.0,CVT,2WD,Gasoline,FA,SUV,6,23,27,25,7,yes
JEEP Compass,2.0,4.0,Man-5,2WD,Gasoline,FA,SUV,6,23,29,25,7,yes
JEEP Compass,2.0,4.0,Man-5,2WD,Gasoline,CA,SUV,6,23,29,25,7,yes
JEEP Compass,2.4,4.0,CVT,2WD,Gasoline,FA,SUV,6,21,25,23,6,no
JEEP Compass,2.4,4.0,Man-5,2WD,Gasoline,FA,SUV,6,23,28,25,7,yes
JEEP Compass,2.4,4.0,CVT,4WD,Gasoline,FA,SUV,6,21,24,22,6,no
JEEP Compass,2.4,4.0,Man-5,4WD,Gasoline,FA,SUV,6,23,28,25,7,yes
JEEP Grand Cherokee,3.7,6.0,Auto-5,2WD,Gasoline,FA,SUV,6,16,21,18,4,no
JEEP Grand Cherokee,3.7,6.0,Auto-5,4WD,Gasoline,FA,SUV,6,15,20,17,3,no
JEEP Grand Cherokee,3.7,6.0,Auto-5,2WD,Gasoline,CA,SUV,6,16,21,18,4,no
JEEP Grand Cherokee,3.7,6.0,Auto-5,4WD,Gasoline,CA,SUV,6,15,20,17,3,no
JEEP Grand Cherokee,5.7,8.0,Auto-5,2WD,Gasoline,FA,SUV,6,14,20,16,3,no
JEEP Grand Cherokee,5.7,8.0,Auto-5,4WD,Gasoline,FA,SUV,6,13,19,15,2,no
JEEP Grand Cherokee,5.7,8.0,Auto-5,2WD,Gasoline,CA,SUV,6,14,20,16,3,no
JEEP Grand Cherokee,5.7,8.0,Auto-5,4WD,Gasoline,CA,SUV,6,13,19,15,2,no
JEEP Grand Cherokee SRT8,6.1,8.0,Auto-5,4WD,Gasoline,FA,SUV,6,12,16,13,0,no
JEEP Grand Cherokee SRT8,6.1,8.0,Auto-5,4WD,Gasoline,CA,SUV,6,12,16,13,0,no
JEEP Liberty,3.7,6.0,Auto-4,2WD,Gasoline,FC,SUV,7,16,22,18,4,no
JEEP Liberty,3.7,6.0,Auto-4,4WD,Gasoline,FC,SUV,7,15,21,17,3,no
JEEP Patriot,2.0,4.0,CVT,2WD,Gasoline,CA,SUV,7,23,27,25,7,yes
JEEP Patriot,2.4,4.0,CVT,2WD,Gasoline,CA,SUV,7,21,25,23,6,yes
JEEP Patriot,2.4,4.0,Man-5,2WD,Gasoline,CA,SUV,7,23,28,25,7,yes
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,CA,SUV,7,20,22,21,5,no
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,CA,SUV,7,21,24,22,6,yes
JEEP Patriot,2.4,4.0,Man-5,4WD,Gasoline,CA,SUV,7,23,28,25,7,yes
JEEP Patriot,2.0,4.0,CVT,2WD,Gasoline,FA,SUV,6,23,27,25,7,yes
JEEP Patriot,2.0,4.0,Man-5,2WD,Gasoline,FA,SUV,6,23,29,25,7,yes
JEEP Patriot,2.0,4.0,Man-5,2WD,Gasoline,CA,SUV,6,23,29,25,7,yes
JEEP Patriot,2.4,4.0,CVT,2WD,Gasoline,FA,SUV,6,21,25,23,6,no
JEEP Patriot,2.4,4.0,Man-5,2WD,Gasoline,FA,SUV,6,23,28,25,7,yes
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,FA,SUV,6,20,22,21,5,no
JEEP Patriot,2.4,4.0,CVT,4WD,Gasoline,FA,SUV,6,21,24,22,6,no
JEEP Patriot,2.4,4.0,Man-5,4WD,Gasoline,FA,SUV,6,23,28,25,7,yes
JEEP Wrangler,3.8,6.0,Auto-4,2WD,Gasoline,CA,SUV,7,15,20,17,3,no
JEEP Wrangler,3.8,6.0,Auto-4,4WD,Gasoline,CA,SUV,7,15,19,17,3,no
JEEP Wrangler,3.8,6.0,Man-6,4WD,Gasoline,CA,SUV,7,15,19,17,3,no
JEEP Wrangler,3.8,6.0,Auto-4,2WD,Gasoline,FA,SUV,6,15,20,17,3,no
JEEP Wrangler,3.8,6.0,Auto-4,4WD,Gasoline,FA,SUV,6,15,19,17,3,no
JEEP Wrangler,3.8,6.0,Man-6,4WD,Gasoline,FA,SUV,6,15,19,17,3,no
KIA Borrego,3.8,6.0,Auto-5,2WD,Gasoline,FA,SUV,6,17,21,18,4,no
KIA Borrego,3.8,6.0,Auto-5,4WD,Gasoline,FA,SUV,6,16,21,18,4,no
KIA Borrego,3.8,6.0,Auto-5,2WD,Gasoline,CA,SUV,6,17,21,18,4,no
KIA Borrego,3.8,6.0,Auto-5,4WD,Gasoline,CA,SUV,6,16,21,18,4,no
KIA Borrego,4.6,8.0,Auto-6,2WD,Gasoline,FA,SUV,6,15,22,18,4,no
KIA Borrego,4.6,8.0,Auto-6,4WD,Gasoline,FA,SUV,6,15,20,17,3,no
KIA Borrego,4.6,8.0,Auto-6,2WD,Gasoline,CA,SUV,6,15,22,18,4,no
KIA Borrego,4.6,8.0,Auto-6,4WD,Gasoline,CA,SUV,6,15,20,17,3,no
KIA Forte,2.0,4.0,Auto-4,2WD,Gasoline,CA,small car,9.5,25,34,28,8,yes
KIA Forte,2.0,4.0,Auto-5,2WD,Gasoline,CA,small car,9.5,27,36,30,8,yes
KIA Forte,2.4,4.0,Auto-5,2WD,Gasoline,CA,small car,9.5,23,31,26,7,yes
KIA Forte,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,7,25,34,28,8,yes
KIA Forte,2.0,4.0,Auto-4,2WD,Gasoline,CA,small car,7,25,34,28,8,yes
KIA Forte,2.0,4.0,Auto-5,2WD,Gasoline,CA,small car,7,27,36,30,8,yes
KIA Forte,2.4,4.0,Man-6,2WD,Gasoline,CA,small car,7,22,32,26,7,yes
KIA Forte,2.4,4.0,Auto-5,2WD,Gasoline,CA,small car,7,23,31,26,7,yes
KIA Forte,2.0,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,34,28,8,yes
KIA Forte,2.0,4.0,Auto-4,2WD,Gasoline,FA,small car,6,25,34,28,8,yes
KIA Forte,2.0,4.0,Auto-5,2WD,Gasoline,FA,small car,6,27,36,30,8,yes
KIA Forte,2.4,4.0,Man-6,2WD,Gasoline,FA,small car,6,22,32,26,7,yes
KIA Forte,2.4,4.0,Auto-5,2WD,Gasoline,FA,small car,6,23,31,26,7,yes
KIA Optima,2.4,4.0,Auto-5,2WD,Gasoline,CA,midsize car,7,22,32,25,7,yes
KIA Optima,2.4,4.0,Man-5,2WD,Gasoline,CA,midsize car,7,22,32,25,7,yes
KIA Optima,2.7,6.0,Auto-5,2WD,Gasoline,CA,midsize car,7,20,28,23,6,yes
KIA Optima,2.4,4.0,Auto-5,2WD,Gasoline,FA,midsize car,6,22,32,25,7,yes
KIA Optima,2.4,4.0,Man-5,2WD,Gasoline,FA,midsize car,6,22,32,25,7,yes
KIA Optima,2.7,6.0,Auto-5,2WD,Gasoline,FA,midsize car,6,20,28,23,6,no
KIA Rio,1.6,4.0,Auto-4,2WD,Gasoline,CA,small car,7,27,36,30,8,yes
KIA Rio,1.6,4.0,Man-5,2WD,Gasoline,CA,small car,7,28,34,31,8,yes
KIA Rio,1.6,4.0,Auto-4,2WD,Gasoline,FA,small car,6,27,36,30,8,yes
KIA Rio,1.6,4.0,Man-5,2WD,Gasoline,FA,small car,6,28,34,31,8,yes
KIA Rondo,2.4,4.0,Auto-4,2WD,Gasoline,CA,station wagon,9.5,20,27,22,6,yes
KIA Rondo,2.4,4.0,Auto-4,2WD,Gasoline,CA,station wagon,7,20,27,22,6,yes
KIA Rondo,2.7,6.0,Auto-5,2WD,Gasoline,CA,station wagon,7,18,26,21,5,no
KIA Rondo,2.4,4.0,Auto-4,2WD,Gasoline,FA,station wagon,6,20,27,22,6,no
KIA Rondo,2.7,6.0,Auto-5,2WD,Gasoline,FA,station wagon,6,18,26,21,5,no
KIA Sedona,3.8,6.0,Auto-5,2WD,Gasoline,CA,minivan,7,17,23,19,4,no
KIA Sedona,3.8,6.0,Auto-5,2WD,Gasoline,FA,minivan,6,17,23,19,4,no
KIA Soul,1.6,4.0,Auto-4,2WD,Gasoline,CA,station wagon,7,26,31,28,8,yes
KIA Soul,1.6,4.0,Man-5,2WD,Gasoline,CA,station wagon,7,26,31,28,8,yes
KIA Soul,2.0,4.0,Auto-4,2WD,Gasoline,CA,station wagon,7,24,30,26,7,yes
KIA Soul,2.0,4.0,Man-5,2WD,Gasoline,CA,station wagon,7,24,30,26,7,yes
KIA Soul,1.6,4.0,Auto-4,2WD,Gasoline,FA,station wagon,6,26,31,28,8,yes
KIA Soul,1.6,4.0,Man-5,2WD,Gasoline,FA,station wagon,6,26,31,28,8,yes
KIA Soul,2.0,4.0,Auto-4,2WD,Gasoline,FA,station wagon,6,24,30,26,7,yes
KIA Soul,2.0,4.0,Man-5,2WD,Gasoline,FA,station wagon,6,24,30,26,7,yes
KIA Sportage,2.0,4.0,Auto-4,2WD,Gasoline,CA,SUV,7,20,25,22,6,yes
KIA Sportage,2.0,4.0,Man-5,2WD,Gasoline,CA,SUV,7,20,25,22,6,yes
KIA Sportage,2.0,4.0,Man-5,4WD,Gasoline,CA,SUV,7,19,24,21,5,no
KIA Sportage,2.7,6.0,Auto-4,2WD,Gasoline,CA,SUV,7,18,23,20,5,no
KIA Sportage,2.7,6.0,Auto-4,4WD,Gasoline,CA,SUV,7,18,23,20,5,no
KIA Sportage,2.0,4.0,Auto-4,2WD,Gasoline,FA,SUV,6,20,25,22,6,no
KIA Sportage,2.0,4.0,Man-5,2WD,Gasoline,FA,SUV,6,20,25,22,6,no
KIA Sportage,2.0,4.0,Man-5,4WD,Gasoline,FA,SUV,6,19,24,21,5,no
KIA Sportage,2.7,6.0,Auto-4,2WD,Gasoline,FA,SUV,6,18,23,20,5,no
KIA Sportage,2.7,6.0,Auto-4,4WD,Gasoline,FA,SUV,6,18,23,20,5,no
LAMBORGHINI Gallardo Coupe,5.2,10.0,Man-6,4WD,Gasoline,FA,small car,6,12,20,15,2,no
LAMBORGHINI Gallardo Coupe,5.2,10.0,AutoMan-6,4WD,Gasoline,FA,small car,6,14,20,16,3,no
LAMBORGHINI Gallardo Coupe,5.2,10.0,Man-6,4WD,Gasoline,CA,small car,6,12,20,15,2,no
LAMBORGHINI Gallardo Coupe,5.2,10.0,AutoMan-6,4WD,Gasoline,CA,small car,6,14,20,16,3,no
LAMBORGHINI Gallardo Spyder,5.2,10.0,Man-6,4WD,Gasoline,FA,small car,6,12,20,14,1,no
LAMBORGHINI Gallardo Spyder,5.2,10.0,AutoMan-6,4WD,Gasoline,FA,small car,6,13,20,16,3,no
LAMBORGHINI Gallardo Spyder,5.2,10.0,Man-6,4WD,Gasoline,CA,small car,6,12,20,14,1,no
LAMBORGHINI Gallardo Spyder,5.2,10.0,AutoMan-6,4WD,Gasoline,CA,small car,6,13,20,16,3,no
LAMBORGHINI Murcielago,6.5,12.0,Man-6,4WD,Gasoline,FA,small car,6,8,13,10,0,no
LAMBORGHINI Murcielago,6.5,12.0,AutoMan-6,4WD,Gasoline,FA,small car,6,9,14,11,0,no
LAMBORGHINI Murcielago,6.5,12.0,Man-6,4WD,Gasoline,CA,small car,6,8,13,10,0,no
LAMBORGHINI Murcielago,6.5,12.0,AutoMan-6,4WD,Gasoline,CA,small car,6,9,14,11,0,no
LAMBORGHINI Murcielago Reventon Roadster,6.5,12.0,AutoMan-6,4WD,Gasoline,FA,small car,6,9,14,11,0,no
LAMBORGHINI Murcielago Reventon Roadster,6.5,12.0,AutoMan-6,4WD,Gasoline,CA,small car,6,9,14,11,0,no
LAMBORGHINI Murcielago Roadster,6.5,12.0,Man-6,4WD,Gasoline,FA,small car,6,8,13,10,0,no
LAMBORGHINI Murcielago Roadster,6.5,12.0,AutoMan-6,4WD,Gasoline,FA,small car,6,9,14,11,0,no
LAMBORGHINI Murcielago Roadster,6.5,12.0,Man-6,4WD,Gasoline,CA,small car,6,8,13,10,0,no
LAMBORGHINI Murcielago Roadster,6.5,12.0,AutoMan-6,4WD,Gasoline,CA,small car,6,9,14,11,0,no
LAND ROVER LR2,3.2,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,15,22,17,3,no
LAND ROVER LR2,3.2,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,15,22,17,3,no
LAND ROVER LR4,5.0,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,12,17,14,1,no
LAND ROVER LR4,5.0,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,12,17,14,1,no
LAND ROVER Range Rover,5.0,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,12,18,14,1,no
LAND ROVER Range Rover,5.0,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,12,18,14,1,no
LAND ROVER Range Rover,5.0,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,12,18,14,1,no
LAND ROVER Range Rover,5.0,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,12,18,14,1,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,12,17,14,1,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,13,18,15,2,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,12,17,14,1,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,13,18,15,2,no
LEXUS ES 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,19,27,22,6,yes
LEXUS ES 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,19,27,22,6,no
LEXUS GS 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,7,18,25,20,5,no
LEXUS GS 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,19,26,22,6,yes
LEXUS GS 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6,18,25,20,5,no
LEXUS GS 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,19,26,22,6,no
LEXUS GS 450h,3.5,6.0,Other-1,2WD,Gasoline,CA,small car,9,22,25,23,6,yes
LEXUS GS 450h,3.5,6.0,Other-1,2WD,Gasoline,FA,small car,8,22,25,23,6,yes
LEXUS GS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,17,24,20,5,no
LEXUS GS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,6,17,24,20,5,no
